Rating,Location (City),Type of ownership,Industry,Sector,Lower Salary,Upper Salary,Age,Years of Experience,Population,Categorized Job Title,Average Take Home Income,Minimum Take Home Income,Maximum Take Home Income
2.6,Pittsburgh,College / University,Colleges & Universities,Education,81000,167000,37,5.0,300431.0,Data Scientist,64779.434,31937.693999999996,97459.43400000001
3.2,San Francisco,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,150000,238000,15,5.0,815201.0,Data Scientist,83346.324,51822.004,112605.174
3.7,Vail,Hospital,Health Care Services & Hospitals,Health Care,49000,81000,55,3.0,976107.3524390244,Data Scientist,16817.339999999997,4337.340000000004,29297.339999999997
4.2,Salt Lake City,Nonprofit Organization,Religious Organizations,Non-Profit,35000,65000,-1,2.0,200478.0,Data Analyst,2859.6460000000006,-9518.074000000004,14559.645999999993
3.5,New York,Company - Public,Advertising & Marketing,Business Services,77000,132000,16,2.0,8467513.0,Data Scientist,36604.6,15462.859999999993,57504.6
4.3,Phoenix,Company - Private,IT Services,Information Technology,51000,88000,52,3.0,1624569.0,Data Scientist,18681.902000000002,4251.902000000009,33111.902
2.6,Irvine,Company - Private,Colleges & Universities,Education,101000,141000,24,3.0,309031.0,Data Scientist,59859.08,44659.08,75059.08
4.2,Charlotte,Company - Private,IT Services,Information Technology,59000,112000,13,4.0,879709.0,Data Engineer,33610.92599999999,12940.925999999992,53822.666
3.1,Aliso Viejo,Company - Public,Video Games,Media,79000,147000,24,5.0,51824.0,Data Engineer,53779.08,27737.339999999997,79619.08
3.8,San Francisco,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,79000,127000,16,5.0,815201.0,Data Scientist,16102.004,-2339.7360000000044,34342.004
3.9,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,62000,119000,191,5.0,117090.0,Data Scientist,36679.08,14477.339999999997,58339.08
4.3,Los Angeles,Company - Private,Computer Hardware & Software,Information Technology,119000,187000,13,5.0,3849297.0,Data Scientist,68643.084,42803.084,93127.404
3.2,McLean,Nonprofit Organization,Federal Agencies,Government,81000,132000,63,5.0,976107.3524390244,Data Scientist,48839.08,29297.339999999997,68219.08
5.0,Ann Arbor,Company - Private,Computer Hardware & Software,Information Technology,120000,140000,10,5.0,121536.0,Data Scientist,66966.94200000001,59366.942,74566.94200000001
3.3,Dublin,Company - Public,Consulting,Business Services,90000,157000,33,4.0,71674.0,Data Analyst,61759.08,36299.08,87219.08
4.3,New York,Company - Public,Enterprise Software & Network Solutions,Information Technology,63000,110000,22,5.0,8467513.0,Other,22872.859999999993,4542.859999999993,40784.6
3.5,Scotts Valley,Nonprofit Organization,Health Care Services & Hospitals,Health Care,42000,86000,25,5.0,976107.3524390244,Other,16037.339999999997,-1122.6599999999962,33197.34
3.9,New York,Company - Private,Internet,Information Technology,32000,62000,11,5.0,8467513.0,Data Analyst,-7937.139999999999,-20614.860000000004,3762.8599999999933
4.0,San Jose,Company - Public,Computer Hardware & Software,Information Technology,116000,208000,39,5.0,983489.0,Data Engineer,62893.56999999999,27933.569999999992,94817.88999999998
3.9,Gaithersburg,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,107000,173000,108,5.0,69101.0,Data Scientist,74299.08,49219.08,99143.4
3.4,Olympia,Company - Private,IT Services,Information Technology,65000,113000,-1,5.0,55919.0,Data Scientist,31366.345999999998,12646.345999999998,49608.086
3.0,Knoxville,Company - Private,Gas Stations,Retail,69000,127000,63,3.0,192648.0,Data Engineer,45593.424000000006,23151.684,67633.424
3.9,New York,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,172000,108,5.0,8467513.0,Data Scientist,61304.6,34704.6,87748.91999999998
4.0,Denver,Nonprofit Organization,Insurance Carriers,Insurance,74000,124000,106,5.0,711463.0,Data Engineer,38508.894,19207.153999999995,57508.894
3.3,Milwaukee,Company - Private,Food & Beverage Manufacturing,Manufacturing,40000,68000,57,5.0,569330.0,Data Scientist,10609.832000000002,-487.88799999999173,21529.832000000002
3.2,Franklin,Company - Private,Health Care Services & Hospitals,Health Care,76000,142000,17,5.0,85469.0,Data Engineer,50739.08,25397.339999999997,75819.08
3.4,Rockville,Company - Private,IT Services,Information Technology,76000,142000,22,5.0,67139.0,Data Engineer,50739.08,25397.339999999997,75819.08
4.4,Natick,Company - Private,Computer Hardware & Software,Information Technology,108000,171000,37,7.0,976107.3524390244,Data Scientist,73919.08,49979.08,97783.4
3.3,Chicago,Company - Private,Insurance Carriers,Insurance,202000,306000,109,7.0,2696555.0,Other,153043.984,118825.13399999999,186843.984
3.2,New York,Company - Private,Computer Hardware & Software,Information Technology,91000,159000,46,5.0,8467513.0,Data Engineer,52184.6,26344.6,78024.6
3.8,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,80000,133000,25,5.0,117090.0,Other,48839.08,28517.339999999997,68979.08
3.6,Millville,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43000,70000,86,5.0,976107.3524390244,Other,10187.339999999997,-342.6599999999962,20717.339999999997
2.9,South San Francisco,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,97000,9,5.0,64251.0,Data Scientist,23057.339999999997,4337.340000000004,41619.08
2.7,Rockville,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,113000,60,5.0,67139.0,Data Scientist,29297.339999999997,4337.340000000004,53779.08
3.2,Philadelphia,Company - Private,Staffing & Outsourcing,Business Services,96000,161000,-1,5.0,1576251.0,Data Scientist,64258.036,39558.036,88958.036
3.1,Winston-Salem,Company - Private,Consumer Products Manufacturing,Manufacturing,65000,134000,146,5.0,250320.0,Data Scientist,46886.488,20184.747999999992,73106.488
4.0,South San Francisco,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,59000,125000,15,5.0,64251.0,Data Scientist,37819.08,12137.339999999997,62899.08
3.3,Richfield,Company - Private,Insurance Carriers,Insurance,32000,59000,32,2.0,976107.3524390244,Data Analyst,1607.3400000000038,-9900.380000000001,12137.339999999997
4.5,Indianapolis,Company - Private,Consulting,Business Services,87000,158000,25,20.0,976107.3524390244,Data Engineer,64749.148,37727.407999999996,91729.148
3.0,Tampa,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,27000,48000,44,5.0,387050.0,Data Analyst,-5596.103999999999,-14836.104000000003,3021.616000000002
3.7,Worcester,Company - Public,Insurance Carriers,Insurance,39000,69000,169,3.0,205918.0,Data Analyst,3186.2279999999955,-8791.491999999998,14886.227999999996
3.8,New York,Company - Private,Travel Agencies,Travel & Tourism,36000,71000,19,5.0,8467513.0,Data Analyst,-2867.1400000000067,-17094.860000000004,10782.859999999993
3.9,Chicago,Company - Public,Financial Analytics & Research,Finance,107000,173000,53,5.0,2696555.0,Data Scientist,74260.81400000001,49180.814000000006,99105.13399999999
3.2,Hampton,Nonprofit Organization,Federal Agencies,Government,56000,99000,63,5.0,137746.0,Data Engineer,26567.339999999997,9797.339999999997,43139.08
3.3,Cambridge,Company - Private,Construction,"Construction, Repair & Maintenance",52000,58000,45,5.0,117090.0,Other,9017.339999999997,6677.3399999999965,11357.339999999997
3.1,Winston-Salem,Company - Private,Consumer Products Manufacturing,Manufacturing,80000,155000,146,7.0,250320.0,Data Scientist,60566.488,31884.747999999992,89066.488
2.4,San Diego,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,43000,98000,15,5.0,1381611.0,Data Scientist,7255.0480000000025,-14194.95199999999,28526.788000000008
4.8,San Francisco,Company - Private,Computer Hardware & Software,Information Technology,45000,78000,10,5.0,815201.0,Other,-15989.736000000004,-28859.735999999997,-3119.7360000000044
2.9,Marietta,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,50000,110000,6,5.0,61497.0,Data Scientist,28517.339999999997,5117.340000000004,51499.08
2.9,Ithaca,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,44000,96000,6,5.0,976107.3524390244,Data Scientist,20066.817999999992,-213.1820000000007,40208.558
3.4,Quincy,Company - Private,Insurance Carriers,Insurance,61000,119000,33,3.0,101119.0,Data Engineer,41158.862,18557.121999999996,63198.862
4.1,Palo Alto,Company - Private,K-12 Education,Education,80000,142000,14,5.0,66680.0,Data Engineer,52259.08,28517.339999999997,75819.08
3.9,San Francisco,Company - Public,Computer Hardware & Software,Information Technology,99000,178000,13,5.0,815201.0,Data Analyst,43082.004,13062.004,72466.324
3.6,Boston,Company - Private,Insurance Carriers,Insurance,37000,100000,170,5.0,654776.0,Other,7072.624000000003,-17975.09599999999,31424.36400000001
3.9,San Francisco,Company - Private,Internet,Information Technology,62000,113000,10,5.0,815201.0,Data Engineer,4290.263999999996,-15599.736000000004,23702.004
3.6,Plymouth Meeting,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,86000,137000,4,5.0,976107.3524390244,Other,52639.08,33197.34,72019.08
3.9,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,58000,111000,191,5.0,117090.0,Data Scientist,32027.339999999997,11357.339999999997,52259.08
4.4,Nashville,Company - Public,Internet,Information Technology,72000,133000,15,10.0,976107.3524390244,Data Engineer,45760.814000000006,22239.074,68940.81400000001
2.6,Pittsburgh,College / University,Colleges & Universities,Education,56000,91000,37,15.0,300431.0,Data Scientist,26087.693999999996,12437.693999999996,39699.434
3.2,Allentown,Company - Private,Staffing & Outsourcing,Business Services,95000,160000,-1,5.0,125944.0,Other,65220.006,40520.006,89920.006
3.6,Beavercreek,Nonprofit Organization,Federal Agencies,Government,61000,126000,54,5.0,976107.3524390244,Data Scientist,38959.08,13697.339999999997,63659.08
